,addr1,addr2,areacode,cat1,cat2,cat3,contentid,contenttypeid,createdtime,mapx,mapy,mlevel,modifiedtime,readcount,sigungucode,tel,title,zipcode,firstimage,firstimage2
703,경상남도 통영시 동충3길 36,(항남동),36,B02,B0201,B02010800,2576299,32,20181210175033,128.4235611194,34.8408826602,,20190116103218,20,17,055-643-5350,등대장 여관,53054,,
704,대전광역시 서구 한밭대로570번길 29-20,,3,B02,B0201,B02010900,2392995,32,20160714093840,127.3632253569,36.3569172737,6.0,20190211163156,2880,3,042-485-3030,디 엠프레스 호텔,35222,http://tong.visitkorea.or.kr/cms/resource/76/2392976_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/76/2392976_image2_1.JPG
705,서울특별시 종로구 북촌로12길 35-3,(가회동),1,B02,B0201,B02011600,2607481,32,20190620150951,126.9859254324,37.5830274626,,20191113111618,0,23,010-9282-2174,디귿집,03056,,
706,전라남도 여수시 돌산읍 돌산로 3169-30,,38,B02,B0201,B02011100,2621426,32,20190926135305,127.7575505957,34.7018115021,,20191114104008,0,13,010-4574-8409,디아크리조트,59771,,
707,전라남도 여수시 소호로 295,,38,B02,B0201,B02010500,970481,32,20100310105859,127.6439847485,34.7324866601,6.0,20191016175840,27332,13,1588-0377,디오션리조트,59670,http://tong.visitkorea.or.kr/cms/resource/78/1972178_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/1972178_image3_1.jpg
708,서울특별시 강북구 오패산로79길 6,(번동),1,B02,B0201,B02010900,2598538,32,20190422144258,127.0236786982,37.6402437113,,20191128100706,21,3,010-4622-3663,디자인호텔 다니엘 캄파넬라 [한국관광 품질인증/Korea Quality],01062,http://tong.visitkorea.or.kr/cms/resource/15/2628415_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/15/2628415_image3_1.jpg
709,강원도 동해시 부곡복개로 13,(부곡동),32,B02,B0201,B02010900,1473274,32,20111205144826,129.1038297170,37.5378307566,6.0,20190318111225,29567,3,033-535-2903,디큐모텔[한국관광 품질인증/Korea Quality],25734,http://tong.visitkorea.or.kr/cms/resource/19/2557319_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/2557319_image3_1.jpg
710,서울특별시 송파구 오금로11길 21-9,,1,B02,B0201,B02010100,2504658,32,20170829101550,127.1071912285,37.5181843998,6.0,20190528165836,2898,18,02-414-1263,딜라이트 호텔 (HOTEL DELIGHT),05543,http://tong.visitkorea.or.kr/cms/resource/76/2505376_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/2505376_image2_1.jpg
711,전라남도 해남군 송지면 갈산길 50,,38,B02,B0201,B02010700,2569638,32,20181126113743,126.5179743288,34.3090901871,,20190903094128,0,23,010-6622-3127,땅끝방갈로펜션,59065,http://tong.visitkorea.or.kr/cms/resource/52/2567852_image2_1.PNG,http://tong.visitkorea.or.kr/cms/resource/52/2567852_image2_1.PNG
712,전라북도 전주시 완산구 서학로 63-17,(동서학동),37,B02,B0201,B02011100,2569656,32,20181126132538,127.1563472685,35.8099121569,,20191014100203,0,12,010-3041-8677,똘랑(똘랑코티지),55101,http://tong.visitkorea.or.kr/cms/resource/64/2567864_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/2567864_image2_1.jpg
713,충청남도 태안군 고남면 안면대로 4199-57,,34,B02,B0201,B02010700,1270819,32,20110504152002,126.4044040320,36.4273925171,6.0,20190930180025,15201,14,010-2905-0652,뜨락펜션,32172,,
714,전라북도 전주시 완산구 전주천동로 58-10,(교동),37,B02,B0201,B02011100,2570244,32,20181127113422,127.1544029510,35.8116730340,,20191011113218,0,12,010-3457-0061,뜨레가,55045,http://tong.visitkorea.or.kr/cms/resource/84/2568084_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/2568084_image2_1.jpg
715,전라북도 전주시 완산구 어진길 94-5,(경원동2가),37,B02,B0201,B02011600,2576343,32,20181211100205,127.1493365920,35.8171362131,,20190903094333,0,12,010-3166-9568,뜰안채,55039,http://tong.visitkorea.or.kr/cms/resource/85/2575985_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/85/2575985_image2_1.jpg
716,충청북도 충주시 중앙탑면 수룡봉황길 526,,33,B02,B0201,B02010700,397744,32,20080118175818,127.8292640534,37.0567286856,6.0,20190213133837,25846,11,043-842-5561,뜰이야기 펜션(구 웰빙펜션),27446,,
717,전라남도 나주시 나주천1길 87,(금계동),38,B02,B0201,B02011100,2621281,32,20190925162950,126.7157644962,35.0300207816,,20191111145914,0,6,010-2682-0916,라떼르,58257,,
718,인천광역시 강화군 화도면 해안남로2845번길 27,,2,B02,B0201,B02010900,2593672,32,20190327135607,,,,20191209151817,2,1,032-551-7520,"라르고빌 웨이브하우스(웨이브하우스, 가든하우스) [한국관광 품질인증/Korea Quality]",23060,,
719,인천광역시 강화군 화도면 해안남로2845번길 27,,2,B02,B0201,B02011300,1747883,32,20121105153145,126.3910281715,37.6408490705,,20191008171232,22730,1,010-6786-8868,라르고빌 [한국관광 품질인증/Korea Quality],23060,,
720,인천광역시 남동구 호구포로 209,(논현동),2,B02,B0201,B02010900,2593484,32,20190327100416,126.7090224153,37.4018630217,,20190603150129,8,4,032-456-0000,라르시티 [한국관광 품질인증/Korea Quality],21641,,
721,전라북도 군산시 대학로 400,(나운동),37,B02,B0201,B02010100,2569565,32,20181126101505,126.6899849989,35.9588316060,,20190118110946,14,2,063-441-8000,라마다 군산호텔,54147,,
722,서울특별시 동대문구 왕산로 22,(신설동),1,B02,B0201,B02010100,2514955,32,20171113112331,127.0260441937,37.5761678699,6.0,20190108132254,2255,11,02-2116-6000,라마다 앙코르 서울 동대문,02582,http://tong.visitkorea.or.kr/cms/resource/32/2514932_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/2514932_image2_1.jpg
723,부산광역시 해운대구 구남로 9,(우동),6,B02,B0201,B02010900,2502361,32,20170804094711,129.1596439530,35.1633127546,6.0,20181217174525,3059,16,051-610-3000,라마다 앙코르 해운대 호텔,48095,http://tong.visitkorea.or.kr/cms/resource/51/2502351_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/2502351_image2_1.jpg
724,경기도 용인시 처인구 포곡읍 마성로 420,,31,B02,B0201,B02010900,2517567,32,20171127103147,127.2166100667,37.2866882070,6.0,20191008143320,2491,23,031-8097-6500,라마다 용인 호텔,17023,http://tong.visitkorea.or.kr/cms/resource/61/2517561_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/2517561_image2_1.jpg
725,인천광역시 연수구 능허대로267번길 29,,2,B02,B0201,B02010100,142801,32,20030319000000,126.6553380768,37.4141884210,6.0,20181227153425,39658,8,032-832-2000,라마다송도호텔,21944,http://tong.visitkorea.or.kr/cms/resource/81/1378081_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/81/1378081_image3_1.jpg
726,광주광역시 서구 상무자유로 149,,5,B02,B0201,B02010100,701870,32,20090302100207,126.8505745449,35.1520675999,6.0,20191014152752,35404,5,062-717-7000,라마다프라자 광주호텔,61949,http://tong.visitkorea.or.kr/cms/resource/94/1587894_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/1587894_image3_1.jpg
727,경기도 수원시 팔달구 중부대로 150,,31,B02,B0201,B02010100,971242,32,20100311133733,127.0324436868,37.2777887112,6.0,20190712151726,36451,13,031-230-0001,라마다프라자 수원호텔,16483,http://tong.visitkorea.or.kr/cms/resource/82/2431282_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/2431282_image2_1.jpg
728,제주특별자치도 제주시 탑동로 66,,39,B02,B0201,B02010100,143088,32,20040227000000,126.5181509540,33.5188364854,6.0,20191008165140,39110,4,064-729-8100,라마다프라자 제주호텔,63165,http://tong.visitkorea.or.kr/cms/resource/70/197770_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/197770_image3_1.jpg
729,서울특별시 중구 동호로 354,(을지로5가),1,B02,B0201,B02010100,1503517,32,20111221133546,127.0028215990,37.5659630830,6.0,20190729111907,31433,24,02-2276-3500,라마다호텔 동대문,04561,,
730,서울특별시 중구 칠패로 27,(순화동),1,B02,B0201,B02010100,397649,32,20080123152438,126.9719829035,37.5602715243,6.0,20191112152035,38908,24,02-2119-8900,라마다호텔 앤 스위트 서울남대문,04511,,
731,인천광역시 옹진군 영흥면 선재로186번길 95,,2,B02,B0201,B02010900,1832690,32,20130801093936,126.5246850994,37.2483248235,6.0,20190712104315,5090,9,032-888-8846,라메르모텔,23123,http://tong.visitkorea.or.kr/cms/resource/19/1832719_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/19/1832719_image2_1.JPG
732,전라북도 부안군 변산면 격포로 196,,37,B02,B0201,B02010700,1640008,32,20120612142803,126.4722907418,35.6245076862,6.0,20190214101610,19993,6,010-4728-0957<br />010-9223-8856,라메르펜션,56337,,
733,부산광역시 동구 조방로34번길 9,,6,B02,B0201,B02010100,142861,32,20131114153437,129.0623197090,35.1405246178,6.0,20190123111454,32547,5,051-634-3001,라메르호텔,48739,,
734,충청남도 태안군 안면읍 해안관광로 276-96,,34,B02,B0201,B02010700,1277193,32,20110512173247,126.3357604461,36.5252634273,6.0,20191125172224,15938,14,041-673-8632,라반하우스,32164,http://tong.visitkorea.or.kr/cms/resource/12/2431612_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/2431612_image2_1.jpg
735,경상남도 통영시 도남로 257-21,(도남동),36,B02,B0201,B02010100,2576326,32,20181211092410,128.4322384535,34.8290146978,,20190116103252,26,17,"055-646-8807, 010-5343-5598",라베르 관광호텔,53079,,
736,전라북도 군산시 현충로 78,(나운동),37,B02,B0201,B02010900,2569569,32,20181126102806,126.6890072212,35.9622089815,,20190118111025,12,2,063-461-4941,라벤다,54141,,
737,강원도 삼척시 대학로 49-9,,32,B02,B0201,B02010900,139835,32,20070713000000,129.1629328225,37.4454814409,6.0,20190416173208,28958,4,033-574-2543<br />033-574-2539,라벤다모텔,25916,http://tong.visitkorea.or.kr/cms/resource/79/217879_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/79/217879_image3_1.jpg
738,경기도 화성시 정남면 세자로 286,,31,B02,B0201,B02010500,973052,32,20100315093311,126.9841367107,37.1870289120,6.0,20190110112246,33542,31,031-352-7150,라비돌 리조트&컨트리클럽,18516,http://tong.visitkorea.or.kr/cms/resource/09/1942409_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/09/1942409_image3_1.jpg
739,전라북도 부안군 변산면 고사길 90,,37,B02,B0201,B02010700,1638588,32,20120608131934,126.5098088734,35.6540105150,6.0,20191022164003,17466,6,063-584-5939,라비치펜션,56339,,
740,전라북도 군산시 비응남로 36,(비응도동),37,B02,B0201,B02010100,2569576,32,20181126103653,126.5266334756,35.9383172811,,20190118111101,10,2,063-442-2700,라비치호텔,54003,,
741,전라북도 군산시 비응남로 36,,37,B02,B0201,B02010900,1161581,32,20110104135926,126.5266334756,35.9383172811,6.0,20181217131826,26330,2,063-442-2700,라비치호텔,54003,,
742,제주특별자치도 서귀포시 성산읍 일주동로 5199,,39,B02,B0201,B02010500,664083,32,20081209091823,126.8727651671,33.3735137915,6.0,20191128170212,24164,3,064-784-6027,라사니아캐슬,63634,http://tong.visitkorea.or.kr/cms/resource/27/1933327_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/27/1933327_image3_1.jpg
743,강원도 홍천군 북방면 노일로 368-13,,32,B02,B0201,B02010700,629272,32,20080928145747,127.7317544439,37.6917006835,6.0,20190104095815,17991,16,070-4882-2885,라스뗄라,25111,http://tong.visitkorea.or.kr/cms/resource/40/1853140_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/1853140_image3_1.jpg
744,제주특별자치도 서귀포시 선반로65번길 69,(강정동),39,B02,B0201,B02010100,2445116,32,20161202142700,126.4964230815,33.2371145017,6.0,20181107141039,2015,3,064-738-7575,라오체리조트,63564,http://tong.visitkorea.or.kr/cms/resource/71/2445071_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/2445071_image2_1.jpg
745,대전광역시 유성구 온천로 88,,3,B02,B0201,B02010100,2492235,32,20170511100118,127.3472935280,36.3539895484,6.0,20190716152816,3142,4,042-822-0131,라온컨벤션호텔,34187,http://tong.visitkorea.or.kr/cms/resource/22/2492222_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/2492222_image2_1.jpg
746,전라북도 전주시 완산구 한지길 99-6,(풍남동3가),37,B02,B0201,B02011600,2574250,32,20181205172849,127.1543139612,35.8158364483,,20190903094543,0,12,010-7571-8888,라온한옥꿀잠,55041,http://tong.visitkorea.or.kr/cms/resource/30/2573630_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/2573630_image2_1.jpg
747,제주특별자치도 제주시 한림읍 금능남로 127,,39,B02,B0201,B02010500,984611,32,20100324130906,126.2742984087,33.3394969174,6.0,20190109173205,24628,4,064-795-3333,라온호텔 앤 리조트,63015,,
748,제주특별자치도 서귀포시 안덕면 사계남로50번길 60,,39,B02,B0201,B02010700,137826,32,20030620000000,126.2926827266,33.2232794901,6.0,20191025150818,23318,3,064-792-5670,라운지하우스 제주다,63528,http://tong.visitkorea.or.kr/cms/resource/49/1933549_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/1933549_image3_1.jpg
749,전라북도 무주군 부남면 굴암로 48,,37,B02,B0201,B02010700,2445661,32,20161205132231,127.5986475168,35.9931796262,6.0,20191008150857,1795,5,010-2711-2497,라이브풍경펜션,55502,http://tong.visitkorea.or.kr/cms/resource/48/2445648_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/48/2445648_image2_1.jpg
750,서울특별시 마포구 와우산로35길 53,5층,1,B02,B0201,B02011100,2531431,32,20180115094313,126.9278870311,37.5564295139,6.0,20190318092500,40,13,010-4244-0608,라이크유[한국관광 품질인증/Korea Quality],04052,http://tong.visitkorea.or.kr/cms/resource/01/2557401_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/01/2557401_image3_1.jpg
751,경상남도 거제시 장승포로 101,,36,B02,B0201,B02010900,1746368,32,20121101145501,128.7295783462,34.8632578822,6.0,20190104101823,22184,1,055-681-6362,라이트하우스호텔,53319,http://tong.visitkorea.or.kr/cms/resource/88/1744188_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/88/1744188_image3_1.jpg
752,서울특별시 영등포구 경인로108길 6,,1,B02,B0201,B02010900,1963994,32,20141110133005,126.9109341296,37.5170976703,6.0,20190107133425,9171,20,02-2675-1985,라이프스타일 E호텔,07306,,
753,서울특별시 영등포구 경인로108길 8,,1,B02,B0201,B02010900,509241,32,20080311090852,126.9111785516,37.5171115617,6.0,20190109154458,23636,20,02-2675-1984,라이프스타일 F호텔,07306,http://tong.visitkorea.or.kr/cms/resource/60/1874260_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/1874260_image3_1.jpg
754,경기도 김포시 통진읍 김포대로 2337,,31,B02,B0201,B02010900,496419,32,20070920000000,126.5862754628,37.6945712460,7.0,20190607112910,28525,8,010-9241-3186,라인호텔 [한국관광 품질인증/Korea Quality],10029,,
755,경상북도 영천시 금호읍 금호로 496,,35,B02,B0201,B02010900,2015575,32,20150710151228,128.9066108040,35.9503250055,6.0,20190312173345,3788,15,054-337-1501,라임미니호텔,38874,http://tong.visitkorea.or.kr/cms/resource/59/2015559_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/59/2015559_image2_1.jpeg
756,전라북도 전주시 덕진구 아중4길 13-3,(우아동2가),37,B02,B0201,B02010900,2399572,32,20160811151137,127.1718952761,35.8331653376,,20191111171336,3271,12,063-241-8300,라임호텔 [한국관광 품질인증/Korea Quality],55023,,
757,제주특별자치도 제주시 연동6길 33,,39,B02,B0201,B02010100,142950,32,20030807000000,126.4893931568,33.4829566665,6.0,20190607094540,23024,4,064-745-8100~3,라자 관광호텔,63137,http://tong.visitkorea.or.kr/cms/resource/38/1933338_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/1933338_image3_1.jpg
758,서울특별시 송파구 오금로11길 11-21,,1,B02,B0201,B02010900,136310,32,20030812000000,127.1082384349,37.5153902982,6.0,20190313110150,31144,18,02-425-6700,라자호텔,05542,http://tong.visitkorea.or.kr/cms/resource/72/1920672_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/1920672_image3_1.jpg
759,강원도 강릉시 해안로 536,,32,B02,B0201,B02010500,1798704,32,20130306161440,128.9044337601,37.8070679831,6.0,20190222155953,44029,1,1644-3001,라카이 샌드파인,25460,,
760,전라남도 여수시 돌산읍 진모1길 29-12,,38,B02,B0201,B02011100,2621530,32,20190926172221,127.7565088433,34.7087912587,,20191211133729,0,13,061-643-3500,라테라스 코브 스위트(라테라스 부티크 리조트 앤 스파),59771,,
761,강원도 화천군 화천읍 산수화로 119-11,,32,B02,B0201,B02010700,2618553,32,20190911152531,127.7120297449,38.1159759436,,20190916092226,0,17,010-5371-2005,라포레98 A,24114,,
762,"119-11, Sansuhwa-ro, Hwacheon-gun, Gangwon-do",,32,B02,B0201,B02010700,2618554,32,20190911153046,127.7120297449,38.1159759436,,20190916091759,0,17,010-5371-2005,라포레98 B,24114,,
763,경상북도 포항시 북구 삼호로265번길 1,(두호동),35,B02,B0201,B02010100,2010024,32,20150615144041,129.3773689438,36.0645459792,6.0,20190527180532,9066,23,054-230-7000,라한호텔(구 베스트웨스턴 포항),37625,http://tong.visitkorea.or.kr/cms/resource/99/2009999_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/2009999_image2_1.jpg
764,제주특별자치도 제주시 명림로 384,,39,B02,B0201,B02010500,935073,32,20100122100546,126.6153745758,33.4522509607,6.0,20190401164115,22036,4,064-729-7777,라헨느리조트,63313,http://tong.visitkorea.or.kr/cms/resource/97/1994497_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/97/1994497_image2_1.jpg
765,경상북도 안동시 풍천면 하회강변길 51,(풍천면),35,B02,B0201,B02011600,1871262,32,20131216101150,128.5175617309,36.5405117516,6.0,20190318105523,19427,11,054-857-3410,락고재 안동(하회)[한국관광 품질인증/Korea Quality],36760,http://tong.visitkorea.or.kr/cms/resource/84/2573784_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/2573784_image3_1.jpg
