,addr1,addr2,areacode,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,mapx,mapy,modifiedtime,readcount,sigungucode,tel,title,mlevel,zipcode
938,광주광역시 북구 평촌길 15,(충효동),5,A02,A0203,A02030100,2489843,12,20170413140003,http://tong.visitkorea.or.kr/cms/resource/32/2489832_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/2489832_image2_1.jpg,127.0105542557,35.1756287576,20191112165445,3266,4.0,,광주 평촌마을,6.0,61146
939,광주광역시 남구 백서로 13,(양림동),5,A02,A0201,A02010700,127061,12,20020510000000,http://tong.visitkorea.or.kr/cms/resource/92/741492_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/741492_image3_1.jpg,126.9096947007,35.1367619930,20180928150415,31836,2.0,062-670-3008 (수피아여고 행정실),광주 3·1 만세운동 기념비,6.0,61643
940,광주광역시 남구 중앙로107번길 15,(구동),5,A02,A0201,A02010700,127064,12,20020510000000,http://tong.visitkorea.or.kr/cms/resource/13/741513_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/741513_image3_1.jpg,126.9093972429,35.1472246955,20190405113030,33262,2.0,,광주공원 사적비군,6.0,61636
941,광주광역시 남구 중앙로107번길 15,(구동),5,A02,A0202,A02020700,127075,12,20031105000000,http://tong.visitkorea.or.kr/cms/resource/57/566657_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/566657_image3_1.jpg,126.9079362685,35.1468969300,20180927112009,31003,2.0,062-672-0660,광주공원(구동공원),6.0,61636
942,광주광역시,,5,B03,B0305,,127450,12,20031223000000,http://tong.visitkorea.or.kr/cms/resource/26/1559626_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/26/1559626_image3_1.jpg,126.8513270569,35.1600389352,20150615164434,24971,,,광주광역시,6.0,502-702
943,강원도 인제군 상남면 하남리,,32,A01,A0101,A01011800,125803,12,20020502000000,http://tong.visitkorea.or.kr/cms/resource/18/1842018_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/1842018_image3_1.jpg,128.2758322137,37.8989479754,20191128161811,29037,10.0,,광주동솔밭,6.0,24665
944,광주광역시 동구 지산로 58,(지산동),5,A02,A0201,A02010700,1621388,12,20120503115245,http://tong.visitkorea.or.kr/cms/resource/96/1587596_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/1587596_image3_1.jpg,126.9330951059,35.1489026847,20190211170224,17728,3.0,,광주동오층석탑,6.0,61444
945,광주광역시 광산구 무진대로 282,(우산동),5,A02,A0206,A02060600,1621022,12,20120502165401,http://tong.visitkorea.or.kr/cms/resource/97/1587397_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/97/1587397_image3_1.jpg,126.8114277913,35.1607326292,20191209164127,19211,1.0,,광주무역회관,,62364
946,광주광역시 북구 우치로 677,(생용동),5,A02,A0202,A02020600,127539,12,20031105000000,http://tong.visitkorea.or.kr/cms/resource/40/1587640_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/1587640_image3_1.jpg,126.8936078564,35.2227325653,20181128144135,39024,4.0,,광주패밀리랜드,6.0,61028
947,광주광역시 북구 비엔날레로 111,(용봉동),5,A02,A0203,A02030400,2605351,12,20190605160231,http://tong.visitkorea.or.kr/cms/resource/57/2368457_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/2368457_image3_1.jpg,126.8902591590,35.1826203741,20190729142936,0,4.0,,광주폴리,6.0,61104
948,광주광역시 남구 중앙로107번길 5,(구동),5,A02,A0201,A02010700,127077,12,20020510000000,http://tong.visitkorea.or.kr/cms/resource/65/566665_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/566665_image3_1.jpg,126.9091806358,35.1455804336,20180928140001,34291,2.0,,광주향교,6.0,61636
949,경기도 하남시 대성로 126-13,(교산동),31,A02,A0201,A02010700,1954092,12,20141006161243,,,127.1982356163,37.5219911571,20190611161618,2302,30.0,,광주향교,6.0,13020
950,광주광역시 북구 충효동,", 전라남도 담양군 고서면 광주호",5,A01,A0101,A01011700,126329,12,20020430000000,http://tong.visitkorea.or.kr/cms/resource/75/566675_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/566675_image3_1.jpg,126.9927528112,35.1851523796,20180731132354,57982,4.0,,광주호,6.0,61146
951,광주광역시 북구 충효샘길 7,(충효동),5,A01,A0101,A01010500,129443,12,20070302000000,http://tong.visitkorea.or.kr/cms/resource/54/2364354_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/2364354_image3_1.jpg,127.0002465689,35.1861051771,20191030105626,44932,4.0,,광주호 호수생태원,6.0,61146
952,서울특별시 강동구 구천면로 77,(천호동),1,A02,A0205,A02050200,1366921,12,20110818171516,http://tong.visitkorea.or.kr/cms/resource/51/1985151_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/1985151_image3_1.jpg,127.1141592915,37.5444759163,20191212134128,70728,2.0,,광진교 8번가,6.0,05250
953,강원도 양양군 현남면 광진리,,32,A01,A0101,A01011200,2398943,12,20160810151439,,,128.7650638871,37.9577061444,20170717102851,685,7.0,010-6655-6448,광진해변,6.0,
954,경상남도 밀양시 부북면 사포중앙1안길 7,,36,A02,A0201,A02010700,1959496,12,20141023113748,,,128.7357390968,35.4732118080,20190130111911,1570,7.0,,광천서원,6.0,50404
955,충청남도 홍성군 광천읍 광천로 91,,34,A02,A0203,A02030600,1938123,12,20140730104220,,,126.6156112576,36.4852533774,20191202145008,4801,15.0,,광천토굴새우젓단지,6.0,32297
956,강원도 양구군 남면 가오작리,,32,A02,A0201,A02011000,2568819,12,20181122105126,http://tong.visitkorea.or.kr/cms/resource/77/2566477_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/2566477_image3_1.jpg,128.0642664642,38.1356025261,20191024163627,50,6.0,,광치계곡,6.0,24552
957,제주특별자치도 서귀포시 성산읍 고성리,,39,A01,A0101,A01010500,2564158,12,20181024180306,http://tong.visitkorea.or.kr/cms/resource/55/2564155_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/55/2564155_image3_1.jpg,126.9239478125,33.4523086956,20181030113431,386,3.0,,광치기해변,6.0,63641
958,강원도 양구군 남면 광치령로1794번길 265,(남면),32,A01,A0101,A01010600,1089831,12,20100909175753,http://tong.visitkorea.or.kr/cms/resource/44/1955344_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/1955344_image3_1.jpg,128.0709683835,38.1437211523,20191120113057,33148,6.0,033-482-3115,광치자연휴양림,6.0,24552
959,경상북도 안동시 서후면 풍산태사로 2885-23,,35,A02,A0201,A02010700,126992,12,20040216000000,,,128.6641688376,36.6128034671,20181127093115,17708,11.0,,광풍정,6.0,36616
960,전라북도 남원시 요천로 1447,(천거동),37,A02,A0201,A02010700,1607131,12,20120419101408,http://tong.visitkorea.or.kr/cms/resource/05/1604105_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/05/1604105_image3_1.jpg,127.3795269458,35.4032788125,20191224113445,22088,4.0,,광한루,6.0,55776
961,전라북도 남원시 요천로 1447,(천거동),37,A02,A0201,A02010700,126397,12,20030919000000,http://tong.visitkorea.or.kr/cms/resource/27/219427_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/27/219427_image3_1.jpg,127.3793853018,35.4029038525,20191224113555,55858,4.0,,광한루원,6.0,55776
962,서울특별시 종로구 사직로 161,(세종로),1,A02,A0201,A02010300,126512,12,20031027000000,http://tong.visitkorea.or.kr/cms/resource/81/1075281_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/81/1075281_image3_1.jpg,126.9768042386,37.5760725520,20190326113400,114236,23.0,,광화문,6.0,03045
963,서울특별시 종로구 세종대로 172,(세종로),1,A02,A0202,A02020700,775394,12,20090804175125,http://tong.visitkorea.or.kr/cms/resource/11/1945811_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/11/1945811_image3_1.jpg,126.9769709861,37.5727035021,20190326130402,44183,23.0,,광화문광장,6.0,03154
964,서울특별시 마포구 독막로21길 15,(창전동),1,A02,A0203,A02030200,2500218,12,20170718113301,,,126.9286760682,37.5486359893,20191112161146,2940,13.0,,광흥당,6.0,04065
965,경상북도 안동시 서후면 광흥사길 105,(서후면),35,A02,A0201,A02010800,127991,12,20040216000000,http://tong.visitkorea.or.kr/cms/resource/40/1979140_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/1979140_image3_1.jpg,128.6135612645,36.6460320522,20190311164015,18918,11.0,,광흥사(안동),6.0,36615
966,서울특별시 중구 퇴계로 344,,1,A02,A0201,A02010300,129502,12,20070403000000,http://tong.visitkorea.or.kr/cms/resource/02/1568502_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/02/1568502_image3_1.jpg,127.0096987947,37.5643772800,20190128151734,30912,24.0,,광희문,6.0,04614
967,강원도 정선군 임계면 내도전길,(임계면),32,A01,A0101,A01010400,127845,12,20030729000000,,,128.9590391448,37.4727243289,20191129093538,20351,11.0,,괘병산(정선),6.0,26112
968,충청북도 괴산군 괴산읍 제월리,,33,A02,A0201,A02010700,793014,12,20090903103314,http://tong.visitkorea.or.kr/cms/resource/97/731497_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/97/731497_image3_1.jpg,127.8285597593,36.8193115352,20190201131952,18144,1.0,,괴산 고산정 및 제월대,6.0,28023
969,충청북도 괴산군 칠성면 칠성로4길 20,,33,A02,A0201,A02010400,1433369,12,20111110155811,,,127.8592136303,36.7816914152,20190603160741,19013,1.0,,괴산 김항묵 고택,6.0,28020
970,충청북도 괴산군 칠성면 둔율길 142,,33,A02,A0203,A02030100,1432032,12,20111109113446,,,127.8488172998,36.7831077298,20190722112009,21462,1.0,,괴산 둔율 올갱이마을,6.0,28020
971,충청북도 괴산군 청안면 문당리,산96,33,A02,A0201,A02010900,791697,12,20090902162349,http://tong.visitkorea.or.kr/cms/resource/19/731019_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/731019_image3_1.jpg,127.6826360926,36.7434898072,20190211154805,16888,1.0,,괴산 문당리 서낭단,6.0,28052
972,충청북도 괴산군 청천면 고성리,산8-37,33,A02,A0201,A02010200,125953,12,20030813000000,,,127.8184100608,36.6435648486,20190208161428,22056,1.0,,괴산 미륵산성,6.0,28062
973,충청북도 괴산군 사리면 사리로소매2길 125-146,,33,A02,A0201,A02010900,1434605,12,20111111132609,,,127.6674232111,36.8551933637,20190208145555,15711,1.0,,괴산 백운사 승탑군,6.0,28045
974,충청북도 괴산군 청안면 효근1길 3-8,,33,A02,A0201,A02010700,791770,12,20090902172444,http://tong.visitkorea.or.kr/cms/resource/57/731257_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/731257_image3_1.jpg,127.6544882016,36.7583570343,20190207111206,17088,1.0,,괴산 보안사 삼층석탑,6.0,28051
975,충청북도 괴산군 사리면 모래재로시동2길 231,,33,A02,A0201,A02010700,1435965,12,20111114111315,,,127.6837255317,36.8193922192,20190207105006,14590,1.0,,괴산 봉학사지 석조여래좌상,6.0,28046
976,충청북도 괴산군 사리면 모래재로시동2길 231,,33,A02,A0201,A02010700,1435934,12,20111114110443,,,127.6837894154,36.8193755563,20190207105341,14626,1.0,,괴산 봉학사지 오층석탑,6.0,28046
977,충청북도 괴산군 청천면 사담리,산8-1,33,A01,A0101,A01010500,1434619,12,20111111134500,,,127.8161441955,36.6221922566,20191029110246,16385,1.0,,괴산 사담리 망개나무 자생지,6.0,28064
978,충청북도 괴산군 불정면 삼방리,,33,A02,A0201,A02010700,1434629,12,20111111135408,,,127.7987368179,36.9391249958,20190208143839,14708,1.0,,괴산 삼방리 마애여래좌상,6.0,28000
979,충청북도 괴산군 불정면 삼방연지길 49,,33,A02,A0201,A02010700,1434663,12,20111111141314,,,127.8101775887,36.9344951828,20190208150643,14322,1.0,,괴산 삼방리 삼층석탑,6.0,28000
980,충청북도 괴산군 장연면 송덕리,산 58,33,A01,A0101,A01010500,126006,12,20031114000000,http://tong.visitkorea.or.kr/cms/resource/22/731222_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/731222_image3_1.jpg,127.9384728287,36.7946302716,20191029104431,28183,1.0,,괴산 송덕리 미선나무 자생지,6.0,28010
981,충청북도 괴산군 청천면 화양동길 188,,33,A02,A0201,A02010700,1436057,12,20111114131645,,,127.8110766728,36.6689312511,20190208162106,19052,1.0,,괴산 송시열 유적,6.0,28059
982,충청북도 괴산군 칠성면 산막이옛길 315-38,,33,A02,A0201,A02010400,1677831,12,20120724143813,,,127.8407607044,36.7471256016,20190208143444,16647,1.0,,괴산 수월정,6.0,28016
983,충청북도 괴산군 장연면 미선로오가7길 19-7,부근,33,A01,A0102,A01020100,792974,12,20090903101555,http://tong.visitkorea.or.kr/cms/resource/80/731480_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/731480_image3_1.jpg,127.9570119270,36.8265658348,20191029111241,27006,1.0,,괴산 오가리 느티나무,6.0,28009
984,충청북도 괴산군 괴산읍 동부리,,33,A02,A0203,A02030600,704505,12,20090310123157,http://tong.visitkorea.or.kr/cms/resource/54/712554_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/712554_image3_1.jpg,127.7946186394,36.8093842777,20190911173531,34137,1.0,,괴산 올갱이국 거리,6.0,28033
985,충청북도 괴산군 칠성면 외사리,,33,A02,A0201,A02010700,1434911,12,20111111154814,,,127.8427042862,36.7715311691,20190208144414,15836,1.0,,괴산 외사리 당간지주,6.0,28020
986,충청북도 괴산군 연풍면 원풍리,산124-2,33,A02,A0201,A02010700,231902,12,20071005000000,http://tong.visitkorea.or.kr/cms/resource/44/731444_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/731444_image3_1.jpg,128.0229542281,36.7919404666,20190208152137,21335,1.0,,괴산 원풍리 마애불좌상,6.0,28012
987,충청북도 괴산군 칠성면 율지리,산 19-1,33,A01,A0101,A01010500,1436300,12,20111114155016,,,127.8687241813,36.7713511099,20191029104419,16265,1.0,,괴산 율지리 미선나무 자생지,6.0,28019
988,충청북도 괴산군 청안면 청안읍내로3길 8,,33,A01,A0102,A01020100,793040,12,20090903104731,http://tong.visitkorea.or.kr/cms/resource/21/731521_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/731521_image3_1.jpg,127.6399002281,36.7724190437,20191029111142,21351,1.0,,괴산 읍내리 은행나무,6.0,28050
989,충청북도 괴산군 감물면 충민로오간길 64,,33,A02,A0201,A02010400,1436162,12,20111114140239,,,127.8592452848,36.8408901738,20190208160210,14931,1.0,,괴산 이창훈 고가,6.0,28006
990,충청북도 괴산군 청안면 청안읍내로 151,,33,A02,A0201,A02010700,1436034,12,20111114121021,,,127.6395888334,36.7835538698,20190208144754,16005,1.0,,괴산 장담 충신각,6.0,28049
991,충청북도 괴산군 연풍면 적석리,산34-2,33,A01,A0102,A01020100,1437066,12,20111115122931,,,127.9673045621,36.7599986634,20191029110134,22279,1.0,,괴산 적석리 소나무,6.0,28014
992,충청북도 괴산군 불정면 외령로1길 24,,33,A02,A0201,A02010700,1678532,12,20120724175707,,,127.8202241467,36.9260935548,20190208140909,3245,1.0,,괴산 정인지 묘소,6.0,28000
993,충청북도 괴산군 청안면 청안읍내로2길 5,,33,A02,A0201,A02010700,793086,12,20090903110919,http://tong.visitkorea.or.kr/cms/resource/36/731536_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/731536_image3_1.jpg,127.6392114126,36.7720107447,20190211154424,18035,1.0,,괴산 청안 안민헌,6.0,28050
994,충청북도 괴산군 청천면 청천4길 17,,33,A02,A0201,A02010400,1437090,12,20111115130918,,,127.7382722804,36.6618001905,20190603162347,15837,1.0,,괴산 청천리 고가,6.0,28063
995,충청북도 괴산군 문광면 괴산로 3440-14,,33,A02,A0201,A02010700,793203,12,20090903140305,http://tong.visitkorea.or.kr/cms/resource/92/731592_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/731592_image3_1.jpg,127.7821536667,36.7889780608,20190211155637,16784,1.0,,괴산 칠충사와 피세정,6.0,28057
996,충청북도 괴산군 괴산읍 임꺽정로 16,,33,A02,A0201,A02010400,127289,12,20030813000000,http://tong.visitkorea.or.kr/cms/resource/53/1821953_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/1821953_image3_1.jpg,127.7949796011,36.8135588050,20190211093047,22533,1.0,,"괴산 홍범식 고가(벽초 홍명희 생가, 일완 홍범식 고택)",6.0,28025
997,충북 괴산군,,33,B03,B0305,,125359,12,20030813000000,http://tong.visitkorea.or.kr/cms/resource/82/731082_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/731082_image3_1.jpg,127.7866664077,36.8153195622,20161024160016,18729,1.0,,괴산군,7.0,367-802
998,충청북도 괴산군 괴산읍 읍내로13길 12,,33,A02,A0201,A02010700,1431968,12,20120725171209,,,127.7941742007,36.8106063519,20190208140401,17636,1.0,,괴산군수 관사,6.0,28030
999,충청북도 괴산군 괴산읍 향교길 23,,33,A02,A0201,A02010700,1433438,12,20111110163000,http://tong.visitkorea.or.kr/cms/resource/28/1595228_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/28/1595228_image3_1.jpg,127.7923993679,36.8103313512,20190208140122,16889,1.0,,괴산동헌,6.0,28027
1000,충청북도 괴산군 괴산읍 괴산로 3527,,33,A02,A0201,A02010700,1432058,12,20111109115547,,,127.7834977657,36.7969521693,20190207162652,15519,1,,괴산중학교 구 본관,6.0,28036
1001,충청북도 괴산군 괴산읍 향교길 23,,33,A02,A0201,A02010700,791726,12,20090902164243,http://tong.visitkorea.or.kr/cms/resource/61/731161_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/731161_image3_1.jpg,127.7886634496,36.8153640379,20190208150822,17524,1,,괴산향교,6.0,28027
1002,충청북도 괴산군 칠성면,,33,A01,A0101,A01011700,125869,12,20030813000000,http://tong.visitkorea.or.kr/cms/resource/04/1437504_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/04/1437504_image2_1.JPG,127.8404160535,36.7555274086,20191029112248,31644,1,,괴산호,6.0,28016
1003,경상북도 영덕군 영해면 호지마을1길 16-1,,35,A02,A0201,A02010600,127714,12,20031222000000,http://tong.visitkorea.or.kr/cms/resource/10/1967610_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/1967610_image3_1.jpg,129.4165708929,36.5431729856,20191226161137,38320,12,,괴시리 전통마을,6.0,36416
1004,제주특별자치도 제주시 애월읍 봉성리 산41,(애월읍),39,A01,A0101,A01010400,1918950,12,20140514131643,,,126.3754586925,33.3560883410,20180718100106,2516,4,,괴오름,6.0,63039
